variant_id,sku,product_name,option,on_hand_quantity,low_stock_threshold,reason
yv-complex-004-6w,,Mistveil Skin Tint,Default,100,10,initial inventory approved by admin
yv-complex-004-7c,,Mistveil Skin Tint,Default,100,10,initial inventory approved by admin
yv-complex-004-7n,,Mistveil Skin Tint,Default,100,10,initial inventory approved by admin
yv-complex-004-7w,,Mistveil Skin Tint,Default,100,10,initial inventory approved by admin
yv-complex-004-8n,,Mistveil Skin Tint,Default,100,10,initial inventory approved by admin
yv-complex-004-8o,,Mistveil Skin Tint,Default,100,10,initial inventory approved by admin
yv-complex-004-8w,,Mistveil Skin Tint,Default,100,10,initial inventory approved by admin
yv-complex-005-1c,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-005-1n,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-005-1w,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-005-2c,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-005-2n,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-005-2w,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-005-3c,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-005-3n,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-005-3w,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-005-4n,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-005-4o,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-005-4w,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-005-5n,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-005-5o,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-005-5w,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-005-6n,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-005-6o,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-005-6w,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-005-7c,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-005-7n,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-005-7w,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-005-8n,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-005-8o,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-005-8w,,Softcanopy Powder Foundation,Default,100,10,initial inventory approved by admin
yv-complex-006-1c,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-006-1n,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-006-1w,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-006-2c,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-006-2n,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-006-2w,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-006-3c,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-006-3n,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-006-3w,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-006-4n,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-006-4o,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-006-4w,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-006-5n,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-006-5o,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-006-5w,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-006-6n,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-006-6o,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-006-6w,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-006-7c,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-006-7n,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-006-7w,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-006-8n,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-006-8o,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-006-8w,,Underleaf Cover Concealer,Default,100,10,initial inventory approved by admin
yv-complex-007-peach-veil,,Tonepetal Color Corrector,Peach Veil,100,10,initial inventory approved by admin
yv-complex-007-apricot-mist,,Tonepetal Color Corrector,Apricot Mist,100,10,initial inventory approved by admin
yv-complex-007-butter-light,,Tonepetal Color Corrector,Butter Light,100,10,initial inventory approved by admin
yv-complex-007-sage-calm,,Tonepetal Color Corrector,Sage Calm,100,10,initial inventory approved by admin
yv-complex-007-lilac-air,,Tonepetal Color Corrector,Lilac Air,100,10,initial inventory approved by admin
yv-complex-008-clear-air,,Airveil Loose Setting Powder,Clear Air,100,10,initial inventory approved by admin
yv-complex-008-soft-linen,,Airveil Loose Setting Powder,Soft Linen,100,10,initial inventory approved by admin
yv-complex-008-golden-mist,,Airveil Loose Setting Powder,Golden Mist,100,10,initial inventory approved by admin
yv-complex-008-deep-cloud,,Airveil Loose Setting Powder,Deep Cloud,100,10,initial inventory approved by admin
yv-complex-009-sand-glow,,Sungrove Soft Bronzer,Sand Glow,100,10,initial inventory approved by admin
yv-complex-009-golden-bark,,Sungrove Soft Bronzer,Golden Bark,100,10,initial inventory approved by admin
yv-complex-009-warm-dune,,Sungrove Soft Bronzer,Warm Dune,100,10,initial inventory approved by admin
yv-complex-009-sun-clay,,Sungrove Soft Bronzer,Sun Clay,100,10,initial inventory approved by admin
yv-complex-009-deep-terra,,Sungrove Soft Bronzer,Deep Terra,100,10,initial inventory approved by admin
yv-complex-010-mist-shadow,,Shadowroot Contour,Mist Shadow,100,10,initial inventory approved by admin
yv-complex-010-taupe-root,,Shadowroot Contour,Taupe Root,100,10,initial inventory approved by admin
yv-complex-010-stone-branch,,Shadowroot Contour,Stone Branch,100,10,initial inventory approved by admin
yv-complex-010-deep-hollow,,Shadowroot Contour,Deep Hollow,100,10,initial inventory approved by admin
yv-complex-011-pearl-haze,,Moonbeam Glow Highlighter,Pearl Haze,100,10,initial inventory approved by admin
yv-complex-011-prism-petal,,Moonbeam Glow Highlighter,Prism Petal,100,10,initial inventory approved by admin
yv-complex-011-soft-gold,,Moonbeam Glow Highlighter,Soft Gold,100,10,initial inventory approved by admin
yv-complex-011-moon-bronze,,Moonbeam Glow Highlighter,Moon Bronze,100,10,initial inventory approved by admin
yv-body-001-default,,Footwood Foot Cream,Default,100,10,initial inventory approved by admin
yv-body-002-default,,Handgrove Hand Cream,Default,100,10,initial inventory approved by admin
yv-body-003-default,,Meadowleaf Body Butter,Default,100,10,initial inventory approved by admin
yv-frag-001-default,,Forest Rain Body Mist,Default,100,10,initial inventory approved by admin
yv-frag-002-default,,Greenbrook Refreshing Body Mist,Default,100,10,initial inventory approved by admin
yv-frag-003-default,,Soft Current Body Mist,Default,100,10,initial inventory approved by admin
yv-frag-004-default,,Wildgrove Hair & Body Mist,Default,100,10,initial inventory approved by admin
yv-hair-001-default,,Wildroot Scalp Tonic Mist,Default,100,10,initial inventory approved by admin
yv-frag-005-default,,Windwater Hair & Body Mist,Default,100,10,initial inventory approved by admin
yv-skin-001-default,,Aqua Shield Barrier Lotion,Default,100,10,initial inventory approved by admin
yv-skin-002-default,,Dewless Oil Control Moisturizer,Default,100,10,initial inventory approved by admin
yv-skin-003-default,,Leafwell Hydra Balance Gel,Default,100,10,initial inventory approved by admin
yv-skin-004-default,,Leafwell Radiance Moisturizer,Default,100,10,initial inventory approved by admin
yv-skin-005-default,,Morningroot Daily Face Cleanser,Default,100,10,initial inventory approved by admin
yv-skin-006-default,,Silkroot Nourishing Cream,Default,100,10,initial inventory approved by admin
yv-skin-007-default,,Treeline Purifying Face Wash,Default,100,10,initial inventory approved by admin
yv-frag-006-default,,Forest Rain Eau de Parfum,Default,100,10,initial inventory approved by admin
yv-frag-007-default,,Mossveil Solid Perfume Balm,Default,100,10,initial inventory approved by admin
yv-frag-008-default,,Nocturne Eau de Parfum,Default,100,10,initial inventory approved by admin
yv-frag-009-default,,Soft Current Eau de Parfum,Default,100,10,initial inventory approved by admin
yv-frag-010-default,,Soft Ember Warm Fragrance Concept,Default,100,10,initial inventory approved by admin
yv-frag-011-default,,Wildgrove Eau de Parfum,Default,100,10,initial inventory approved by admin
yv-frag-012-default,,Windwater Eau de Parfum,Default,100,10,initial inventory approved by admin
yv-skin-008-default,,Forest Kiss Lip Mask,Default,100,10,initial inventory approved by admin
yv-skin-009-default,,Nightpetal Overnight Mask,Default,100,10,initial inventory approved by admin
yv-skin-010-default,,Quietmoss Clay Detox Mask,Default,100,10,initial inventory approved by admin
yv-skin-011-default,,Soft Soil Exfoliating Scrub,Default,100,10,initial inventory approved by admin
yv-skin-012-default,,Brightwood Dark Spot Corrector,Default,100,10,initial inventory approved by admin
yv-skin-013-default,,Calmpath Soothing Serum,Default,100,10,initial inventory approved by admin
yv-skin-014-default,,Clarify Niacinamide Serum,Default,100,10,initial inventory approved by admin
yv-skin-015-default,,Eyelore Under Eye Elixir,Default,100,10,initial inventory approved by admin
yv-skin-016-default,,Glowbloom Vitamin C Serum,Default,100,10,initial inventory approved by admin
yv-skin-017-default,,Herbbloom Recovery Concentrate,Default,100,10,initial inventory approved by admin
yv-skin-018-default,,Oilbalance Balancing Facial Oil,Default,100,10,initial inventory approved by admin
yv-skin-019-default,,Rootrenew Retinol Night Serum,Default,100,10,initial inventory approved by admin
yv-face-001-default,,Petal Veil Makeup Setting Spray,Default,100,10,initial inventory approved by admin
yv-skin-020-default,,Sunbloom Sunscreen Spray SPF 50,Default,100,10,initial inventory approved by admin
yv-face-002-default,,Sunveil Daily Glow Primer,Default,100,10,initial inventory approved by admin
